HospitalCode,OverallRating,Mortality,PatientExperience,Readmission,TimelinessOfCare,EffectivenessOfCare
360085,3,1,0,-1,-1,-1
360086,3,0,-1,-1,0,0
360087,5,0,1,0,0,0
360089,4,1,0,-1,1,0
360090,3,-1,0,1,0,0
360091,4,1,0,1,0,0
360092,4,0,0,0,1,0
360095,4,-1,1,1,1,1
360096,4,1,-1,-1,1,0
360098,3,1,-1,-1,-1,0
360107,4,0,1,1,1,0
360109,3,0,-1,0,1,0
360112,3,0,0,-1,0,0
360118,3,0,-1,-1,0,1
360121,4,-1,1,1,1,0
360123,4,0,1,-1,0,0
360125,2,0,1,-1,1,0
360131,4,0,1,1,0,0
360132,4,0,0,1,1,0
360133,5,1,1,-1,0,0
360134,4,0,1,1,0,1
360137,3,1,1,-1,-1,0
360143,4,1,0,-1,0,0
360144,3,1,0,0,0,0
360145,5,1,-1,0,-1,0
360147,2,-1,0,-1,0,0
360148,5,0,1,1,1,0
360150,4,0,1,1,1,0
360152,4,0,-1,0,0,0
360155,5,1,1,1,0,0
360156,3,0,-1,1,1,0
360159,4,0,0,-1,0,0
360161,3,0,0,0,-1,0
360163,5,1,1,1,-1,0
360170,2,0,0,-1,0,0
360172,4,1,0,-1,1,0
360174,3,-1,-1,1,1,1
360175,1,0,-1,-1,0,0
360179,3,0,0,1,0,0
360180,5,1,1,-1,0,0
360185,4,0,0,1,0,0
360189,3,0,0,0,1,0
360192,4,0,1,-1,0,0
360197,4,0,1,1,0,0
360203,3,0,0,-1,1,0
360210,4,0,0,1,1,0
360211,3,1,-1,-1,0,0
360218,3,0,-1,0,0,0
360230,5,1,1,1,0,0
360234,4,1,-1,1,0,0
360236,4,0,0,-1,0,0
360239,5,0,1,1,0,0
360245,NULL,NULL,NULL,NULL,NULL,NULL
360247,19,19,19,19,19,19
360259,3,0,0,0,1,0
360261,NULL,NULL,NULL,NULL,NULL,NULL
360262,5,0,1,1,0,0
360263,NULL,NULL,1,NULL,NULL,NULL
360266,NULL,NULL,1,NULL,NULL,NULL
360270,4,0,1,-1,1,0
360276,3,1,0,-1,0,0
360348,5,0,1,1,1,0
360351,NULL,NULL,1,NULL,NULL,NULL
360352,5,NULL,1,NULL,NULL,0
360354,4,0,0,0,-1,0
360355,NULL,NULL,1,NULL,NULL,0
360358,NULL,NULL,NULL,NULL,0,NULL
360359,5,1,0,0,-1,0
360360,3,0,1,-1,-1,0
360361,NULL,NULL,NULL,NULL,NULL,0
360362,NULL,NULL,1,NULL,NULL,0
360364,4,1,1,-1,1,0
360365,3,NULL,1,0,1,-1
361300,NULL,0,NULL,0,NULL,NULL
361301,4,NULL,1,0,0,NULL
361302,NULL,NULL,NULL,0,NULL,NULL
361303,NULL,NULL,NULL,NULL,NULL,NULL
361304,NULL,NULL,NULL,NULL,1,0
361306,3,0,NULL,0,NULL,NULL
361307,5,1,1,-1,NULL,0
361308,5,0,1,0,0,0
361309,4,0,1,-1,1,NULL
361310,4,0,NULL,0,1,0
361311,NULL,NULL,NULL,NULL,0,NULL
361312,3,0,0,0,0,0
361313,4,0,NULL,1,1,NULL
361314,5,0,1,1,1,NULL
361315,4,0,NULL,1,NULL,NULL
361316,3,0,0,0,1,NULL
361318,3,0,NULL,0,NULL,0
361319,5,NULL,1,0,NULL,NULL
361320,3,0,NULL,0,0,0
361321,3,0,-1,0,NULL,NULL
361322,NULL,NULL,NULL,NULL,0,0
361323,3,0,0,-1,1,0
361324,4,0,1,0,NULL,NULL
361325,3,0,0,1,0,NULL
361326,2,0,0,-1,0,NULL
361327,NULL,NULL,NULL,NULL,NULL,NULL
361328,4,0,1,1,NULL,0
361329,3,0,0,0,NULL,NULL
361330,3,0,NULL,1,NULL,NULL
361331,3,0,0,0,0,0
361332,3,0,0,1,0,0
361333,4,0,1,1,0,0
361334,4,NULL,NULL,0,1,0
363300,NULL,NULL,NULL,NULL,NULL,NULL
363302,NULL,NULL,NULL,NULL,NULL,NULL
363303,NULL,NULL,NULL,NULL,NULL,NULL
363304,NULL,NULL,NULL,NULL,NULL,NULL
363305,NULL,NULL,NULL,NULL,NULL,NULL
363306,NULL,NULL,NULL,NULL,NULL,NULL
363308,NULL,NULL,NULL,NULL,NULL,NULL
364007,NULL,NULL,NULL,NULL,NULL,NULL
364011,NULL,NULL,NULL,NULL,NULL,NULL
364014,NULL,NULL,NULL,NULL,NULL,NULL
364015,NULL,NULL,NULL,NULL,NULL,NULL
364027,NULL,NULL,NULL,NULL,NULL,NULL
364029,NULL,NULL,NULL,NULL,NULL,NULL
364031,NULL,NULL,NULL,NULL,NULL,NULL
364035,NULL,NULL,NULL,NULL,NULL,NULL
364036,NULL,NULL,NULL,NULL,NULL,NULL
364038,NULL,NULL,NULL,NULL,NULL,NULL
364040,NULL,NULL,NULL,NULL,NULL,NULL
364041,NULL,NULL,NULL,NULL,NULL,NULL
364042,NULL,NULL,NULL,NULL,NULL,NULL
364044,NULL,NULL,NULL,NULL,NULL,NULL
364045,NULL,NULL,NULL,NULL,NULL,NULL
364047,NULL,NULL,NULL,NULL,NULL,NULL
364048,NULL,NULL,NULL,NULL,NULL,NULL
364049,NULL,NULL,NULL,NULL,NULL,NULL
364050,NULL,NULL,NULL,NULL,NULL,NULL
364051,NULL,NULL,NULL,NULL,NULL,NULL
364052,NULL,NULL,NULL,NULL,NULL,NULL
364053,NULL,NULL,NULL,NULL,NULL,NULL
364054,NULL,NULL,NULL,NULL,NULL,NULL
364055,NULL,NULL,NULL,NULL,NULL,NULL
364056,NULL,NULL,NULL,NULL,NULL,NULL
364057,NULL,NULL,NULL,NULL,NULL,NULL
364058,NULL,NULL,NULL,NULL,NULL,NULL
364059,NULL,NULL,NULL,NULL,NULL,NULL
364060,NULL,NULL,NULL,NULL,NULL,NULL
370001,1,0,-1,-1,-1,-1
370002,4,0,0,1,1,0
370004,3,0,1,-1,1,0
370006,3,0,1,-1,1,0
370008,3,-1,0,1,0,1
370013,3,-1,0,1,1,0
370014,2,0,-1,-1,1,0
370015,4,0,0,0,1,0
370016,4,0,1,1,1,0
370018,3,-1,1,1,1,-1
370019,4,0,0,1,1,0
370020,4,0,0,0,0,0
370022,2,-1,1,-1,1,0
370023,3,-1,1,-1,1,0
370025,1,-1,-1,-1,0,0
370026,4,0,1,1,1,0
370028,4,0,1,0,0,0
370029,3,0,0,0,0,0
370030,3,0,NULL,0,1,0
370034,2,0,-1,-1,1,0
370037,3,0,0,1,0,0
370039,4,0,0,1,0,0
370041,3,NULL,NULL,-1,1,-1
370047,4,0,0,-1,1,0
370049,4,0,1,1,1,0
370054,4,0,0,1,1,0
370056,1,-1,-1,1,-1,0
370057,3,0,NULL,0,1,0
370078,3,0,-1,-1,1,0
370083,3,0,NULL,-1,1,NULL
370089,2,0,0,-1,1,0
370091,4,0,1,1,0,0
370093,1,-1,-1,-1,0,0
370094,2,0,-1,1,0,0
370097,3,0,0,-1,0,0
370100,3,0,0,0,0,-1
370106,3,0,-1,-1,1,0
370112,3,0,NULL,0,1,0
370113,3,0,1,-1,0,0
370114,2,-1,-1,0,0,-1
370139,3,0,NULL,0,1,0
370149,3,-1,1,0,1,0
370153,3,0,NULL,-1,1,0
370158,4,0,0,1,1,0
370166,3,0,-1,0,1,-1
370170,NULL,NULL,NULL,NULL,NULL,NULL
370171,4,0,0,0,NULL,0
370172,NULL,NULL,1,1,NULL,NULL
370173,NULL,NULL,NULL,0,NULL,0
370178,5,0,0,1,1,0
370180,4,0,1,0,NULL,0
370183,3,0,NULL,0,1,0
370190,5,NULL,1,NULL,NULL,0
370192,NULL,NULL,NULL,NULL,NULL,NULL
370201,NULL,NULL,NULL,NULL,NULL,NULL
370202,2,1,-1,-1,-1,-1
370203,5,NULL,1,NULL,0,0
370206,NULL,NULL,1,NULL,NULL,NULL
370210,5,NULL,1,NULL,NULL,0
370211,3,0,0,-1,1,0
370212,NULL,NULL,1,NULL,NULL,0
370214,NULL,NULL,NULL,NULL,NULL,NULL
370215,5,0,1,1,1,0
370216,NULL,NULL,1,NULL,NULL,0
370218,4,0,0,1,0,0
370220,NULL,NULL,NULL,NULL,NULL,NULL
370222,5,NULL,1,NULL,1,NULL
370225,NULL,NULL,1,NULL,NULL,NULL
370227,5,0,1,1,0,0
370228,4,NULL,1,-1,0,0
370229,4,0,NULL,1,1,0
370234,5,0,1,1,1,0
370235,5,0,1,0,0,0
370236,3,0,1,-1,1,0
370237,4,0,1,1,1,0
370240,NULL,NULL,NULL,NULL,NULL,NULL
371300,NULL,0,NULL,1,NULL,NULL
371301,NULL,NULL,NULL,NULL,NULL,NULL
371302,NULL,NULL,NULL,NULL,NULL,NULL
371303,NULL,NULL,NULL,NULL,NULL,NULL
371304,NULL,NULL,NULL,0,NULL,NULL
371305,NULL,NULL,NULL,NULL,NULL,NULL
371306,NULL,NULL,NULL,NULL,NULL,NULL
371307,NULL,NULL,NULL,NULL,0,NULL
371309,NULL,NULL,NULL,NULL,NULL,NULL
371310,16,5,16,5,5,5
371311,NULL,NULL,NULL,NULL,NULL,NULL
371312,NULL,NULL,NULL,0,NULL,NULL
371313,NULL,NULL,NULL,-1,NULL,NULL
371314,NULL,NULL,NULL,0,NULL,NULL
371316,NULL,NULL,NULL,NULL,1,NULL
371317,NULL,0,NULL,1,NULL,NULL
371318,NULL,NULL,NULL,0,NULL,NULL
371319,NULL,0,NULL,1,NULL,NULL
371320,NULL,NULL,NULL,NULL,0,NULL
371321,4,0,NULL,0,1,NULL
371322,NULL,NULL,NULL,NULL,0,NULL
371323,3,NULL,NULL,0,0,NULL
371324,NULL,NULL,NULL,NULL,1,NULL
371325,NULL,NULL,NULL,0,NULL,NULL
371326,NULL,NULL,NULL,0,1,NULL
371327,NULL,NULL,NULL,NULL,0,NULL
371328,NULL,0,NULL,1,NULL,NULL
371329,NULL,NULL,NULL,NULL,0,NULL
371330,NULL,NULL,NULL,0,NULL,NULL
371331,NULL,NULL,NULL,0,1,NULL
371332,NULL,NULL,NULL,NULL,NULL,NULL
371333,NULL,NULL,NULL,0,1,NULL
371334,NULL,NULL,NULL,-1,1,NULL
371335,NULL,0,NULL,-1,NULL,NULL
371336,NULL,NULL,NULL,NULL,0,0
371337,3,0,NULL,-1,0,-1
371338,NULL,NULL,NULL,NULL,1,NULL
371340,4,0,NULL,0,1,NULL
371341,NULL,NULL,NULL,NULL,NULL,NULL
371342,NULL,NULL,NULL,NULL,NULL,NULL
373300,NULL,NULL,NULL,NULL,NULL,NULL
374000,NULL,NULL,NULL,NULL,NULL,NULL
374001,19,19,19,19,19,19
374006,NULL,NULL,NULL,NULL,NULL,NULL
374008,NULL,NULL,NULL,NULL,NULL,NULL
374012,NULL,NULL,NULL,NULL,NULL,NULL
374016,NULL,NULL,NULL,NULL,NULL,NULL
374020,NULL,NULL,NULL,NULL,NULL,NULL
374021,NULL,NULL,NULL,NULL,NULL,NULL
374023,NULL,NULL,NULL,NULL,NULL,NULL
374024,NULL,NULL,NULL,NULL,NULL,NULL
374025,NULL,NULL,NULL,NULL,NULL,NULL
380001,4,0,1,1,0,-1
380002,5,0,0,1,0,0
380004,5,0,1,1,0,-1
380005,5,0,1,1,1,0
380007,3,0,0,1,0,0
380009,5,0,1,1,-1,0
380014,4,-1,1,1,0,0
380017,4,0,1,1,0,0
380018,5,0,1,1,1,0
380020,4,0,0,1,-1,0
380021,3,0,-1,1,0,0
380022,5,0,1,1,1,0
380025,4,0,0,1,0,0
380027,3,-1,-1,1,0,0
380029,4,NULL,1,1,0,0
380033,3,0,-1,-1,-1,0
380037,4,0,1,1,0,0
380038,4,0,1,1,0,0
380040,3,0,1,0,0,0
380047,4,-1,0,1,-1,-1
380050,3,-1,1,1,-1,-1
380051,3,0,1,1,-1,-1
380052,5,0,0,1,0,0
380056,3,NULL,0,0,1,0
380060,4,0,0,1,0,0
380061,5,0,1,1,0,0
380071,4,0,1,1,1,0
380075,4,0,1,0,0,0
380082,4,0,1,1,0,0
380089,4,0,1,1,1,0
380090,3,0,0,0,0,0
380091,4,NULL,1,NULL,NULL,0
380102,4,-1,-1,1,-1,0
380103,5,NULL,1,NULL,NULL,0
381301,4,NULL,NULL,1,0,0
381302,4,0,1,1,1,0
381303,4,0,1,0,1,0
381304,NULL,NULL,NULL,-1,NULL,NULL
381305,NULL,NULL,NULL,0,NULL,NULL
381306,5,0,1,1,1,NULL
381307,NULL,NULL,NULL,NULL,1,NULL
381308,NULL,NULL,NULL,NULL,NULL,NULL
381309,NULL,NULL,NULL,0,0,NULL
381310,NULL,NULL,NULL,NULL,NULL,NULL
381311,NULL,NULL,NULL,NULL,NULL,NULL
381312,4,0,1,-1,0,NULL
381313,4,0,1,1,0,0
381314,3,0,0,1,1,0
381315,4,0,1,1,NULL,NULL
381316,4,0,1,1,1,0
381317,4,0,0,1,NULL,NULL
381318,4,0,1,0,0,0
381319,4,0,1,1,0,NULL
381320,3,0,1,-1,1,NULL
381321,3,0,0,0,0,0
381322,3,0,0,1,1,-1
381323,4,0,1,1,0,0
381324,3,NULL,NULL,0,0,0
381325,3,0,NULL,0,0,0
383300,NULL,NULL,NULL,NULL,NULL,NULL
384008,NULL,NULL,NULL,NULL,NULL,NULL
384012,NULL,NULL,NULL,NULL,NULL,NULL
390001,3,0,0,1,-1,0
390002,2,0,-1,-1,-1,0
390003,4,0,1,0,0,0
390004,4,1,-1,1,0,0
390006,3,0,1,1,-1,1
390008,3,0,NULL,0,1,0
390009,3,0,0,1,0,0
390012,4,0,0,0,0,0
390013,4,0,1,-1,-1,0
390016,2,0,-1,1,-1,0
390019,NULL,NULL,NULL,NULL,NULL,NULL
390025,NULL,NULL,NULL,NULL,NULL,NULL
390026,3,0,-1,0,0,0
390027,2,0,-1,-1,-1,0
390028,3,0,-1,-1,0,0
390030,2,0,-1,0,0,0
390032,3,0,-1,-1,-1,0
390035,5,0,0,1,0,0
390036,4,0,-1,1,0,1
390037,3,0,0,-1,0,0
390039,3,0,1,1,1,0
390041,2,0,0,-1,0,0
390042,4,0,1,-1,0,0
390044,5,1,0,1,-1,0
390045,5,0,0,1,-1,0
390046,4,1,-1,1,-1,0
390048,4,0,0,1,0,0
390049,5,1,1,-1,-1,0
390050,2,0,-1,-1,-1,0
390052,2,0,0,-1,0,0
390056,4,0,0,0,0,0
390057,2,0,0,1,0,0
390058,3,0,-1,-1,-1,0
390062,4,0,1,-1,0,0
390063,4,0,0,1,1,0
390065,4,0,0,-1,0,0
390066,3,0,0,1,-1,0
390067,4,0,0,1,-1,0
390068,3,0,0,0,0,0
390070,2,0,-1,-1,-1,0
390071,4,0,0,1,1,0
390072,4,0,0,1,0,0
390073,3,0,-1,-1,-1,0
390076,2,0,-1,0,0,0
390079,2,0,-1,-1,-1,0
390080,4,0,0,0,0,-1
390081,2,0,-1,-1,-1,0
390084,3,0,0,0,0,0
390086,2,0,-1,-1,0,0
390090,3,0,0,0,0,-1
390091,4,1,0,-1,1,0
390093,2,0,0,-1,1,0
390096,3,0,-1,1,-1,0
390097,4,0,0,1,0,0
390100,5,1,0,1,0,0
390101,2,0,-1,-1,-1,0
390102,4,0,1,-1,1,0
390104,3,0,NULL,0,1,0
390107,5,1,1,-1,0,1
390110,1,0,-1,-1,1,0
390111,4,1,1,-1,-1,0
390112,4,NULL,1,0,1,0
390113,3,0,0,1,1,0
390114,4,0,1,-1,0,0
390115,2,1,-1,-1,-1,-1
390116,3,0,-1,-1,0,0
390117,3,0,0,0,1,0
390119,2,0,-1,-1,0,1
390123,1,0,-1,-1,0,-1
390125,4,0,-1,1,0,0
390127,2,0,0,-1,-1,0
390130,2,0,NULL,-1,1,0
390133,3,0,0,1,-1,0
390137,1,-1,-1,1,-1,1
390138,5,0,1,1,0,0
390139,4,0,1,-1,-1,0
390142,1,0,-1,-1,-1,0
390145,3,0,-1,-1,-1,0
390146,2,0,-1,-1,0,0
390147,3,0,1,-1,0,0
390150,3,0,0,0,1,0
390151,5,0,0,1,0,0
390153,5,1,1,0,-1,0
390156,2,0,-1,-1,-1,0
390157,2,0,-1,1,0,0
390160,4,0,0,0,1,0
390162,3,1,0,-1,1,0
390163,3,0,-1,1,1,0
390164,2,0,1,-1,-1,0
390168,4,0,0,1,1,0
390173,3,0,0,0,0,-1
390174,1,1,0,-1,-1,0
390178,5,0,-1,1,0,0
390179,5,1,1,1,-1,0
390180,2,0,-1,-1,-1,0
390183,4,0,1,-1,0,0
390184,3,0,0,0,0,0
390185,2,0,-1,-1,-1,-1
390192,5,0,1,1,0,0
390194,2,0,-1,1,0,0
390195,4,1,1,1,-1,-1
390197,4,0,-1,1,0,0
390198,2,0,-1,-1,1,0
390201,3,0,0,-1,-1,-1
390203,4,0,1,-1,-1,0
390204,2,0,-1,1,-1,0
390211,2,0,-1,-1,0,0
390217,4,0,1,-1,0,0
390219,4,0,1,0,0,0
390220,3,0,0,0,0,0
390222,3,0,0,1,-1,0
390223,4,0,1,0,-1,0
390225,4,0,0,1,-1,0
390226,2,0,1,-1,-1,-1
390228,4,0,1,-1,1,0
390231,3,0,0,-1,-1,0
390233,2,-1,1,0,-1,0
390236,4,0,1,0,0,0
390237,1,-1,-1,-1,-1,0
390256,4,0,1,1,-1,0
390258,3,0,1,-1,-1,0
390265,2,0,0,-1,0,0
390266,3,0,0,1,1,0
390267,3,0,-1,-1,-1,0
390268,5,0,1,1,0,0
390270,4,1,0,1,-1,0
390272,NULL,NULL,NULL,NULL,NULL,NULL
390278,NULL,NULL,NULL,NULL,NULL,NULL
390290,1,0,-1,-1,-1,0
390302,NULL,NULL,NULL,NULL,NULL,NULL
390304,2,0,-1,-1,0,0
390307,NULL,NULL,NULL,NULL,NULL,0
390312,4,NULL,1,NULL,NULL,0
390314,NULL,NULL,1,NULL,NULL,NULL
390316,NULL,NULL,1,NULL,NULL,0
390321,NULL,NULL,1,NULL,NULL,NULL
390322,NULL,NULL,1,NULL,NULL,NULL
390323,NULL,NULL,1,NULL,NULL,NULL
390324,NULL,NULL,1,NULL,NULL,NULL
390325,NULL,NULL,1,NULL,NULL,NULL
390326,5,0,1,-1,0,0
390327,NULL,NULL,1,NULL,NULL,NULL
390328,4,0,1,1,-1,0
390329,2,0,0,-1,-1,0
390330,4,0,1,1,-1,0
390331,NULL,NULL,NULL,NULL,NULL,NULL
391300,4,0,1,1,0,-1
391301,4,0,0,0,0,NULL
391302,NULL,NULL,NULL,NULL,1,0
391303,4,0,0,0,1,NULL
391304,NULL,NULL,NULL,NULL,NULL,NULL
391305,3,0,0,-1,1,0
391306,4,0,1,0,NULL,NULL
391307,4,NULL,1,0,1,0
391308,3,0,NULL,1,1,NULL
391309,2,0,-1,1,1,NULL
391312,3,0,0,-1,1,0
391313,4,0,1,0,0,0
391314,4,0,1,0,1,0
391315,4,0,0,1,0,0
391316,4,0,1,1,0,0
393302,NULL,NULL,NULL,NULL,NULL,NULL
393303,NULL,NULL,NULL,NULL,NULL,NULL
393304,NULL,NULL,NULL,NULL,NULL,NULL
393307,NULL,NULL,NULL,NULL,NULL,NULL
393309,NULL,NULL,NULL,NULL,NULL,NULL
394001,NULL,NULL,NULL,NULL,NULL,NULL
394004,NULL,NULL,NULL,NULL,NULL,NULL
394008,NULL,NULL,NULL,NULL,NULL,NULL
394012,NULL,NULL,NULL,NULL,NULL,NULL
394014,NULL,NULL,NULL,NULL,NULL,NULL
394016,NULL,NULL,NULL,NULL,NULL,NULL
394020,NULL,NULL,NULL,NULL,NULL,NULL
394023,NULL,NULL,NULL,NULL,NULL,NULL
394026,NULL,NULL,NULL,NULL,NULL,NULL
394027,NULL,NULL,NULL,NULL,NULL,NULL
394033,NULL,NULL,NULL,NULL,NULL,NULL
394034,NULL,NULL,NULL,NULL,NULL,NULL
394038,NULL,NULL,NULL,NULL,NULL,NULL
394039,NULL,NULL,NULL,NULL,NULL,NULL
394040,NULL,NULL,NULL,NULL,NULL,NULL
394043,NULL,NULL,NULL,NULL,NULL,NULL
394049,NULL,NULL,NULL,NULL,NULL,NULL
394050,NULL,NULL,NULL,NULL,NULL,NULL
394051,NULL,NULL,NULL,NULL,NULL,NULL
394052,NULL,NULL,NULL,NULL,NULL,NULL
394053,NULL,NULL,NULL,NULL,NULL,NULL
394054,NULL,NULL,NULL,NULL,NULL,NULL
394055,NULL,NULL,NULL,NULL,NULL,NULL
400001,NULL,0,NULL,0,NULL,NULL
400003,NULL,NULL,NULL,NULL,NULL,NULL
400004,NULL,0,NULL,-1,NULL,NULL
400005,NULL,NULL,NULL,NULL,NULL,NULL
400006,1,NULL,-1,-1,-1,-1
400007,NULL,NULL,NULL,NULL,NULL,NULL
400010,NULL,NULL,NULL,NULL,NULL,NULL
400011,NULL,NULL,NULL,NULL,NULL,NULL
400012,NULL,NULL,NULL,NULL,NULL,NULL
400013,NULL,0,NULL,-1,NULL,NULL
400014,NULL,NULL,NULL,0,NULL,NULL
400015,NULL,NULL,NULL,NULL,NULL,NULL
400016,1,0,NULL,-1,NULL,-1
400018,NULL,0,NULL,-1,NULL,NULL
400019,NULL,0,NULL,-1,NULL,NULL
400021,NULL,0,NULL,0,NULL,NULL
400022,NULL,NULL,NULL,-1,-1,NULL
400032,NULL,NULL,NULL,NULL,NULL,NULL
400044,2,0,NULL,-1,NULL,NULL
400048,NULL,NULL,NULL,NULL,-1,-1
400061,NULL,NULL,NULL,NULL,NULL,NULL
400079,NULL,NULL,NULL,-1,NULL,NULL
400087,NULL,NULL,NULL,NULL,NULL,NULL
400098,NULL,NULL,NULL,NULL,NULL,NULL
400102,NULL,NULL,-1,NULL,-1,-1
400103,2,0,NULL,0,NULL,-1
400104,NULL,NULL,NULL,NULL,NULL,NULL
400105,NULL,NULL,NULL,NULL,NULL,NULL
400106,NULL,NULL,NULL,-1,NULL,NULL
400109,1,0,NULL,-1,NULL,-1
400110,NULL,NULL,NULL,NULL,NULL,NULL
400111,NULL,NULL,NULL,0,NULL,NULL
400112,NULL,NULL,NULL,NULL,NULL,0
400113,NULL,NULL,NULL,NULL,NULL,NULL
400114,2,0,NULL,-1,0,-1
400115,NULL,NULL,NULL,NULL,NULL,NULL
400117,NULL,NULL,NULL,NULL,NULL,NULL
400118,1,NULL,-1,-1,NULL,0
400120,1,0,NULL,-1,NULL,-1
400122,NULL,NULL,NULL,NULL,NULL,NULL
400123,NULL,NULL,NULL,0,NULL,NULL
400124,NULL,0,NULL,0,NULL,NULL
400125,NULL,NULL,NULL,NULL,NULL,-1
400126,NULL,NULL,NULL,NULL,NULL,NULL
400127,NULL,NULL,NULL,NULL,NULL,NULL
400128,NULL,NULL,NULL,NULL,NULL,NULL
400130,NULL,NULL,NULL,NULL,NULL,NULL
400131,NULL,NULL,NULL,NULL,NULL,NULL
400132,NULL,NULL,NULL,NULL,NULL,NULL
400133,NULL,NULL,NULL,NULL,NULL,NULL
400134,NULL,NULL,NULL,NULL,NULL,NULL
403301,NULL,NULL,NULL,NULL,NULL,NULL
404004,NULL,NULL,NULL,NULL,NULL,NULL
404005,NULL,NULL,NULL,NULL,NULL,NULL
404007,NULL,NULL,NULL,NULL,NULL,NULL
404008,NULL,NULL,NULL,NULL,NULL,NULL
404009,NULL,NULL,NULL,NULL,NULL,NULL
410004,3,0,0,-1,-1,0
410005,2,0,0,-1,-1,0
410006,5,0,1,1,0,0
410007,1,0,-1,-1,-1,0
410008,5,0,1,1,-1,0
410009,2,0,-1,-1,-1,-1
410010,4,NULL,0,NULL,1,0
410011,4,0,-1,1,-1,0
410012,3,1,1,-1,-1,0
410013,4,0,0,1,-1,0
414000,NULL,NULL,NULL,NULL,NULL,NULL
414003,NULL,NULL,NULL,NULL,NULL,NULL
420002,2,-1,-1,1,-1,0
420004,2,0,1,-1,-1,0
420005,4,0,1,0,1,0
420007,2,-1,1,1,-1,0
420009,4,0,0,-1,0,0
420010,3,0,-1,0,1,0
420011,4,0,NULL,1,0,0
420015,3,0,0,-1,0,0
420018,2,0,0,1,-1,-1
420019,2,0,-1,0,0,NULL
420020,4,0,-1,1,0,0
420023,5,-1,1,1,-1,0
420026,3,0,-1,0,-1,0
420027,3,0,0,1,-1,-1
420030,3,0,0,0,1,0
420033,5,0,1,1,0,0
420036,2,0,-1,-1,0,0
420037,4,0,1,1,0,0
420038,4,0,0,1,0,0
420043,3,0,-1,1,0,0
420048,4,0,-1,1,1,0
420049,3,-1,0,-1,1,0
420051,3,-1,1,1,-1,0
420053,4,0,1,1,0,0
420055,2,0,-1,-1,0,0
420057,NULL,NULL,NULL,NULL,NULL,NULL
420065,4,0,1,-1,0,0
420066,3,0,NULL,0,0,NULL
420067,3,0,-1,0,-1,1
420068,1,0,-1,-1,-1,0
420070,2,0,-1,-1,-1,0
420071,3,-1,0,1,0,-1
420072,3,NULL,0,0,0,0
420073,2,0,1,1,-1,-1
420078,2,-1,-1,1,-1,-1
420079,1,-1,-1,-1,-1,1
420080,2,0,-1,-1,0,0
420082,2,-1,-1,1,0,0
420085,4,0,-1,-1,0,1
420086,4,0,0,1,-1,-1
420087,5,0,1,1,1,0
420089,3,0,1,0,1,0
420091,3,1,0,-1,0,0
420098,4,0,0,0,0,1
420101,3,0,-1,1,0,0
420102,5,NULL,1,NULL,NULL,0
420103,4,0,1,1,0,0
420104,5,0,1,1,1,0
420105,5,0,0,1,0,0
420106,5,0,1,1,-1,0
420107,2,0,0,-1,1,0
420108,4,0,NULL,0,1,0
420109,4,0,1,0,1,0
421300,NULL,NULL,NULL,NULL,1,NULL
421301,3,NULL,NULL,0,1,0
421303,NULL,NULL,0,NULL,NULL,0
421304,NULL,NULL,NULL,NULL,1,NULL
423300,NULL,NULL,NULL,NULL,NULL,NULL
424002,NULL,NULL,NULL,NULL,NULL,NULL
424005,NULL,NULL,NULL,NULL,NULL,NULL
424006,NULL,NULL,NULL,NULL,NULL,NULL
424007,NULL,NULL,NULL,NULL,NULL,NULL
424008,NULL,NULL,NULL,NULL,NULL,NULL
424010,19,19,19,19,19,19
424011,NULL,NULL,NULL,NULL,NULL,NULL
424014,NULL,NULL,NULL,NULL,NULL,NULL
430005,4,0,0,1,1,0
430008,4,0,1,1,1,0
430012,5,0,0,1,1,0
430013,5,0,0,1,1,0
430014,5,0,1,1,1,0
430015,5,0,0,1,1,0
430016,3,0,-1,1,1,0
430027,4,0,1,1,0,0
430048,4,0,0,1,1,0
430077,2,0,-1,0,0,0
430083,NULL,NULL,NULL,NULL,NULL,NULL
430084,NULL,NULL,NULL,NULL,NULL,NULL
430089,NULL,NULL,1,NULL,NULL,0
430090,NULL,NULL,1,NULL,NULL,0
430091,NULL,NULL,1,NULL,NULL,NULL
430093,NULL,NULL,NULL,NULL,NULL,NULL
430095,5,0,1,1,1,NULL
430097,3,0,1,-1,1,0
431300,NULL,NULL,NULL,0,NULL,NULL
431301,NULL,NULL,NULL,NULL,NULL,NULL
431302,NULL,NULL,NULL,NULL,NULL,NULL
431305,NULL,NULL,NULL,NULL,NULL,NULL
431306,NULL,NULL,NULL,NULL,0,NULL
431307,NULL,NULL,NULL,NULL,NULL,NULL
431308,NULL,NULL,NULL,NULL,NULL,NULL
431309,NULL,NULL,NULL,NULL,NULL,NULL
431310,NULL,NULL,NULL,NULL,NULL,NULL
431311,NULL,NULL,NULL,NULL,NULL,NULL
431312,NULL,NULL,NULL,NULL,NULL,NULL
431313,NULL,NULL,NULL,NULL,NULL,NULL
431314,NULL,NULL,NULL,NULL,NULL,NULL
431315,NULL,NULL,NULL,0,NULL,NULL
431316,NULL,NULL,NULL,0,NULL,NULL
431317,NULL,NULL,NULL,NULL,NULL,NULL
431318,NULL,NULL,NULL,NULL,NULL,NULL
431319,NULL,NULL,NULL,NULL,NULL,NULL
431320,NULL,NULL,NULL,NULL,1,NULL
431321,4,NULL,1,1,1,NULL
431322,NULL,NULL,NULL,1,NULL,NULL
