HospitalCode,OverallRating,Mortality,PatientExperience,Readmission,TimelinessOfCare,EffectivenessOfCare
201307,4,0,1,-1,NULL,NULL
201308,4,0,1,1,0,NULL
201309,4,0,1,0,-1,NULL
201310,4,0,0,1,0,NULL
201311,4,0,1,0,-1,0
201312,4,0,0,1,0,NULL
201313,3,0,NULL,1,0,NULL
201314,5,0,1,1,0,0
201315,4,0,1,1,0,0
204004,NULL,NULL,NULL,NULL,NULL,NULL
204005,NULL,NULL,NULL,NULL,NULL,NULL
204006,NULL,NULL,NULL,NULL,NULL,NULL
210001,3,0,-1,1,-1,0
210002,1,0,0,-1,-1,0
210003,1,0,-1,-1,-1,0
210004,2,0,-1,-1,-1,0
210005,2,0,-1,1,-1,0
210006,3,0,0,1,-1,0
210008,5,0,0,1,-1,0
210009,3,1,1,-1,-1,0
210011,2,0,-1,0,-1,0
210012,3,0,-1,1,-1,0
210013,2,0,-1,1,-1,NULL
210015,2,0,-1,-1,-1,-1
210016,3,0,-1,1,-1,0
210017,5,0,1,1,1,0
210018,3,0,-1,1,-1,0
210019,5,0,0,1,-1,0
210022,4,0,0,1,-1,0
210023,5,-1,1,1,-1,1
210024,5,1,-1,1,-1,0
210027,2,0,-1,1,0,0
210028,3,-1,0,1,-1,0
210029,3,1,0,-1,-1,-1
210030,4,0,0,1,-1,0
210032,2,-1,-1,-1,-1,0
210033,2,-1,-1,1,-1,0
210034,2,0,-1,-1,-1,0
210035,2,0,0,1,-1,0
210037,4,-1,-1,1,-1,0
210038,3,0,-1,-1,-1,0
210039,4,1,0,1,-1,0
210040,2,0,-1,1,-1,-1
210043,2,-1,0,1,-1,-1
210044,5,0,0,1,-1,0
210045,NULL,NULL,NULL,1,0,NULL
210048,4,1,0,1,-1,0
210049,4,-1,0,1,-1,0
210051,3,1,-1,1,-1,-1
210055,1,0,-1,0,-1,0
210056,4,1,-1,1,-1,0
210057,5,0,-1,1,-1,0
210058,NULL,NULL,NULL,NULL,NULL,NULL
210060,2,0,-1,-1,-1,0
210061,4,0,1,-1,1,0
210062,2,0,-1,-1,-1,0
210063,5,0,1,1,-1,0
210064,NULL,NULL,NULL,NULL,NULL,NULL
210065,3,0,-1,0,-1,0
213300,NULL,NULL,NULL,NULL,NULL,NULL
213301,NULL,NULL,NULL,NULL,NULL,NULL
214000,NULL,NULL,NULL,NULL,NULL,NULL
214002,NULL,NULL,NULL,NULL,NULL,NULL
214003,NULL,NULL,NULL,NULL,NULL,NULL
214004,NULL,NULL,NULL,NULL,NULL,NULL
214012,NULL,NULL,NULL,NULL,NULL,NULL
214018,NULL,NULL,NULL,NULL,NULL,NULL
220001,3,0,0,0,-1,-1
220002,4,1,1,-1,0,0
220008,1,0,1,-1,0,0
220010,2,1,-1,-1,-1,0
220011,4,1,0,1,-1,0
220012,5,1,1,0,-1,0
220015,NULL,NULL,NULL,NULL,NULL,NULL
220016,3,0,0,-1,-1,0
220017,2,0,-1,-1,-1,0
220019,3,0,0,-1,0,0
220020,3,1,1,-1,0,0
220024,3,0,0,-1,-1,1
220029,4,1,0,-1,-1,0
220030,4,1,-1,1,0,0
220031,NULL,NULL,NULL,NULL,NULL,NULL
220033,3,1,0,-1,-1,0
220035,NULL,NULL,NULL,NULL,NULL,NULL
220036,2,0,-1,-1,-1,0
220046,2,0,-1,-1,0,0
220049,2,0,-1,-1,-1,0
220052,4,1,0,-1,-1,0
220060,5,1,0,-1,-1,0
220062,NULL,NULL,NULL,NULL,NULL,NULL
220063,2,1,1,-1,-1,0
220065,3,0,0,-1,0,0
220066,2,0,0,-1,-1,0
220070,1,0,-1,-1,-1,0
220071,5,1,1,-1,-1,0
220073,1,0,-1,-1,-1,0
220074,2,1,-1,-1,0,0
220075,16,16,NULL,5,NULL,5
220077,4,1,-1,-1,-1,-1
220080,2,0,-1,-1,-1,0
220083,5,1,1,1,0,0
220084,NULL,NULL,NULL,NULL,NULL,NULL
220086,2,1,1,-1,-1,0
220088,5,NULL,1,NULL,NULL,NULL
220090,3,1,1,-1,-1,0
220095,NULL,NULL,NULL,NULL,NULL,NULL
220098,3,0,0,-1,0,0
220100,3,1,1,-1,-1,0
220101,4,1,1,-1,-1,0
220105,4,1,1,-1,-1,0
220108,3,1,-1,-1,-1,0
220110,4,1,1,-1,-1,0
220111,1,0,-1,-1,-1,0
220116,2,0,0,-1,-1,0
220119,5,1,1,-1,0,0
220126,2,0,-1,-1,-1,0
220135,5,1,0,1,0,0
220163,1,1,-1,-1,-1,0
220171,5,1,1,-1,-1,0
220175,3,1,-1,1,-1,0
220176,2,0,0,-1,-1,0
220177,3,NULL,NULL,0,0,0
221300,4,0,1,0,NULL,NULL
221302,5,0,1,1,1,NULL
221303,3,0,NULL,0,0,NULL
223300,NULL,NULL,NULL,NULL,NULL,NULL
223302,NULL,NULL,NULL,NULL,NULL,NULL
223303,19,19,19,19,19,19
223304,NULL,NULL,NULL,NULL,NULL,NULL
224001,NULL,NULL,NULL,NULL,NULL,NULL
224007,NULL,NULL,NULL,NULL,NULL,NULL
224013,NULL,NULL,NULL,NULL,NULL,NULL
224018,NULL,NULL,NULL,NULL,NULL,NULL
224021,NULL,NULL,NULL,NULL,NULL,NULL
224022,NULL,NULL,NULL,NULL,NULL,NULL
224023,NULL,NULL,NULL,NULL,NULL,NULL
224028,NULL,NULL,NULL,NULL,NULL,NULL
224031,NULL,NULL,NULL,NULL,NULL,NULL
224032,NULL,NULL,NULL,NULL,NULL,NULL
224038,NULL,NULL,NULL,NULL,NULL,NULL
224039,NULL,NULL,NULL,NULL,NULL,NULL
224040,NULL,NULL,NULL,NULL,NULL,NULL
224041,NULL,NULL,NULL,NULL,NULL,NULL
224042,NULL,NULL,NULL,NULL,NULL,NULL
224043,NULL,NULL,NULL,NULL,NULL,NULL
230002,4,0,0,-1,-1,0
230003,5,0,1,1,1,0
230005,4,0,0,1,0,0
230013,NULL,NULL,NULL,NULL,NULL,NULL
230015,3,0,0,1,0,-1
230017,4,-1,1,1,0,0
230019,5,1,-1,-1,-1,0
230020,3,1,-1,-1,-1,0
230021,4,0,1,1,0,1
230022,3,0,0,1,0,0
230024,1,1,-1,-1,-1,0
230029,3,1,-1,-1,-1,0
230030,3,-1,0,0,0,0
230031,5,0,0,1,1,0
230035,4,0,1,-1,0,1
230036,2,-1,-1,-1,1,0
230037,3,0,-1,1,0,0
230038,3,-1,1,1,0,0
230041,3,1,-1,1,0,0
230046,5,1,1,-1,-1,0
230047,3,0,-1,-1,-1,0
230053,2,1,0,-1,-1,-1
230054,2,-1,-1,1,-1,0
230055,4,0,0,1,0,0
230058,4,0,1,1,-1,0
230059,4,0,1,1,0,0
230066,5,0,-1,1,-1,0
230069,5,0,1,1,0,0
230070,2,0,0,-1,0,0
230071,NULL,NULL,NULL,NULL,NULL,NULL
230072,5,0,1,1,0,1
230075,4,0,0,1,0,0
230077,2,0,-1,0,0,0
230078,NULL,NULL,NULL,NULL,NULL,NULL
230080,3,0,0,0,0,0
230081,5,0,1,1,0,0
230085,3,0,0,0,0,0
230089,5,1,1,-1,0,0
230092,3,0,-1,-1,-1,0
230093,4,0,1,0,0,0
230095,5,0,1,1,0,0
230096,3,0,0,-1,0,0
230097,5,0,1,1,-1,0
230100,4,0,0,1,1,0
230104,2,1,-1,-1,0,0
230105,5,0,1,1,0,0
230108,5,0,1,1,1,0
230110,3,0,0,1,0,0
230117,4,-1,-1,1,-1,0
230118,5,0,0,1,1,0
230121,4,0,0,1,0,0
230130,3,1,0,-1,-1,0
230132,1,0,-1,-1,-1,-1
230133,3,0,0,1,0,0
230141,2,0,-1,-1,-1,0
230142,3,0,-1,-1,-1,0
230144,NULL,NULL,1,NULL,NULL,NULL
230146,2,0,-1,-1,-1,0
230151,4,1,-1,-1,-1,0
230156,4,1,1,1,-1,0
230165,2,0,-1,-1,-1,0
230167,4,0,-1,1,-1,0
230174,4,0,1,0,0,0
230176,4,1,1,-1,0,0
230180,4,0,1,1,1,0
230193,3,0,-1,-1,0,0
230195,2,0,-1,-1,-1,0
230197,2,1,-1,-1,-1,-1
230207,2,0,-1,-1,0,-1
230208,3,0,1,0,1,0
230216,2,-1,0,-1,0,0
230217,5,0,1,1,0,0
230222,2,-1,1,-1,0,0
230227,2,0,-1,-1,-1,-1
230230,3,0,-1,1,-1,1
230236,3,-1,1,1,1,1
230239,3,0,1,0,0,0
230241,4,0,0,1,1,0
230244,2,0,-1,-1,-1,0
230254,3,0,0,0,0,0
230259,5,0,1,1,0,0
230264,NULL,NULL,NULL,NULL,NULL,0
230269,5,1,0,-1,0,0
230270,3,0,0,-1,-1,0
230273,1,0,-1,-1,-1,0
230275,NULL,NULL,NULL,NULL,NULL,NULL
230277,4,0,0,-1,1,0
230279,NULL,NULL,NULL,NULL,NULL,NULL
230297,2,NULL,1,NULL,NULL,0
230301,NULL,NULL,1,NULL,NULL,NULL
230302,4,1,1,0,-1,0
230303,3,0,0,0,1,0
231300,NULL,NULL,NULL,NULL,NULL,NULL
231301,4,NULL,NULL,0,1,NULL
231303,4,NULL,1,0,0,NULL
231304,4,0,1,0,1,NULL
231305,5,0,1,0,1,0
231306,NULL,NULL,NULL,0,NULL,NULL
231307,2,0,NULL,-1,0,NULL
231308,NULL,NULL,NULL,NULL,NULL,NULL
231309,NULL,NULL,NULL,NULL,1,NULL
231310,5,NULL,1,1,1,NULL
231311,NULL,NULL,NULL,NULL,0,NULL
231312,NULL,NULL,NULL,NULL,0,NULL
231313,NULL,NULL,NULL,NULL,0,NULL
231314,NULL,NULL,NULL,NULL,NULL,NULL
231315,NULL,NULL,NULL,0,1,NULL
231316,4,0,1,1,1,NULL
231317,NULL,NULL,NULL,NULL,NULL,NULL
231318,5,0,1,1,NULL,NULL
231319,4,0,1,1,1,NULL
231320,NULL,NULL,NULL,1,NULL,NULL
231321,4,0,1,0,0,0
231322,4,0,1,1,0,NULL
231323,4,0,NULL,0,0,0
231324,4,NULL,1,0,1,NULL
231325,4,0,1,0,1,0
231326,3,0,1,-1,0,NULL
231327,3,0,0,-1,-1,NULL
231328,3,0,0,0,NULL,NULL
231329,NULL,NULL,NULL,NULL,1,NULL
231330,4,0,NULL,0,1,0
231331,4,0,1,0,0,NULL
231332,4,0,1,0,0,NULL
231333,4,0,1,1,0,NULL
231334,NULL,NULL,NULL,NULL,0,0
231337,4,0,1,1,-1,-1
231338,4,0,1,-1,0,0
231339,NULL,NULL,NULL,NULL,NULL,NULL
233300,NULL,NULL,NULL,NULL,NULL,NULL
234006,NULL,NULL,NULL,NULL,NULL,NULL
234011,NULL,NULL,NULL,NULL,NULL,NULL
234021,NULL,NULL,NULL,NULL,NULL,NULL
234023,NULL,NULL,NULL,NULL,NULL,NULL
234025,NULL,NULL,NULL,NULL,NULL,NULL
234026,NULL,NULL,NULL,NULL,NULL,NULL
234030,NULL,NULL,NULL,NULL,NULL,NULL
234035,NULL,NULL,NULL,NULL,NULL,NULL
234038,NULL,NULL,NULL,NULL,NULL,NULL
234040,NULL,NULL,NULL,NULL,NULL,NULL
234041,NULL,NULL,NULL,NULL,NULL,NULL
234042,NULL,NULL,NULL,NULL,NULL,NULL
234043,NULL,NULL,NULL,NULL,NULL,NULL
240001,3,0,-1,0,0,0
240002,4,0,0,1,0,0
240004,2,0,-1,1,0,0
240006,5,NULL,1,1,1,0
240010,5,1,1,1,0,0
240014,4,NULL,1,0,1,0
240018,4,0,1,0,0,0
240019,4,NULL,0,0,NULL,NULL
240020,4,0,1,0,0,0
240022,4,0,0,1,1,0
240030,4,0,1,1,1,0
240036,5,1,1,1,0,0
240038,4,0,1,-1,0,0
240040,5,0,1,1,0,0
240043,4,0,0,1,0,0
240044,4,0,0,1,1,0
240047,3,0,1,-1,1,0
240050,4,0,1,0,0,0
240052,4,0,1,1,1,0
240053,4,0,1,-1,0,0
240056,4,0,1,1,0,0
240057,4,0,1,1,0,0
240059,4,0,1,0,1,0
240063,2,0,-1,1,0,0
240064,4,0,1,1,0,0
240066,5,0,1,1,0,0
240069,4,0,1,1,0,0
240071,3,0,0,-1,0,0
240075,4,0,1,0,1,0
240076,5,0,1,1,0,0
240078,5,0,0,1,0,1
240080,3,0,0,-1,-1,0
240084,3,0,-1,-1,1,0
240088,4,0,0,1,1,0
240093,4,0,0,1,0,0
240100,2,0,-1,1,0,0
240101,4,0,1,-1,0,0
240104,3,0,1,-1,0,0
240106,4,0,0,1,0,0
240115,4,0,0,-1,-1,0
240141,5,NULL,1,1,0,0
240166,4,0,1,1,1,0
240187,4,0,1,1,1,0
240196,NULL,NULL,NULL,NULL,NULL,NULL
240206,NULL,NULL,NULL,NULL,NULL,NULL
240207,4,0,1,-1,0,0
240210,3,0,0,1,0,0
240213,4,0,1,1,0,0
240214,5,0,1,1,0,0
241300,NULL,NULL,NULL,NULL,NULL,NULL
241301,NULL,NULL,NULL,NULL,1,NULL
241302,NULL,NULL,NULL,NULL,1,NULL
241303,NULL,NULL,NULL,NULL,1,NULL
241304,NULL,NULL,NULL,NULL,1,NULL
241305,5,0,1,1,1,NULL
241306,NULL,NULL,1,NULL,0,0
241308,NULL,NULL,NULL,NULL,0,NULL
241309,NULL,NULL,NULL,NULL,1,NULL
241311,NULL,NULL,NULL,NULL,0,NULL
241312,NULL,NULL,NULL,NULL,1,NULL
241313,NULL,NULL,NULL,NULL,0,NULL
241314,NULL,NULL,NULL,NULL,1,NULL
241315,NULL,NULL,NULL,NULL,1,NULL
241316,NULL,NULL,1,NULL,1,0
241317,NULL,NULL,NULL,NULL,NULL,NULL
241318,NULL,NULL,NULL,NULL,1,NULL
241319,NULL,NULL,NULL,0,1,NULL
241320,4,NULL,1,0,1,NULL
241321,NULL,NULL,NULL,NULL,0,NULL
241322,NULL,NULL,NULL,NULL,0,NULL
241323,NULL,NULL,NULL,NULL,0,NULL
241325,2,NULL,0,0,1,NULL
241326,NULL,NULL,0,NULL,1,NULL
241327,NULL,NULL,NULL,0,1,NULL
241328,NULL,NULL,NULL,NULL,1,NULL
241329,4,NULL,1,-1,1,NULL
241330,NULL,NULL,1,NULL,1,NULL
241332,NULL,NULL,1,NULL,1,0
241333,NULL,NULL,NULL,NULL,1,NULL
241334,NULL,NULL,1,NULL,1,0
241335,NULL,NULL,NULL,NULL,1,NULL
241336,NULL,NULL,NULL,NULL,1,NULL
241337,NULL,NULL,NULL,NULL,1,NULL
241338,NULL,NULL,NULL,NULL,0,NULL
241339,NULL,NULL,NULL,NULL,0,NULL
241340,NULL,NULL,NULL,NULL,0,NULL
241341,NULL,NULL,NULL,NULL,NULL,NULL
241342,NULL,NULL,NULL,NULL,1,0
241343,NULL,NULL,NULL,NULL,1,NULL
241344,NULL,NULL,1,NULL,1,0
241345,NULL,NULL,NULL,NULL,1,NULL
241346,NULL,NULL,NULL,NULL,1,NULL
241347,NULL,NULL,NULL,NULL,1,NULL
241348,NULL,NULL,NULL,NULL,1,NULL
241349,NULL,NULL,1,NULL,1,NULL
241350,NULL,NULL,1,NULL,1,0
241351,4,NULL,1,0,1,0
241352,NULL,NULL,NULL,NULL,0,NULL
241353,4,NULL,1,0,1,NULL
241354,4,NULL,1,0,1,NULL
241355,4,NULL,1,0,0,0
241356,4,NULL,0,0,1,0
241357,NULL,NULL,NULL,NULL,1,0
241358,NULL,NULL,NULL,NULL,NULL,NULL
241359,4,0,0,0,1,0
241360,NULL,NULL,NULL,NULL,1,NULL
241361,4,NULL,1,0,1,0
241362,NULL,NULL,1,NULL,1,0
241363,4,NULL,1,0,1,NULL
241364,4,0,1,0,1,NULL
241365,NULL,NULL,NULL,NULL,1,NULL
241366,NULL,NULL,0,NULL,1,0
241367,4,0,1,0,0,NULL
241368,3,NULL,0,0,1,NULL
241369,NULL,NULL,1,NULL,1,NULL
241370,3,NULL,1,-1,1,NULL
241371,NULL,NULL,NULL,NULL,1,0
241372,NULL,NULL,NULL,NULL,1,NULL
241373,5,NULL,1,0,1,0
241374,NULL,NULL,NULL,NULL,1,NULL
241375,NULL,NULL,NULL,NULL,0,NULL
241376,NULL,NULL,1,NULL,1,NULL
241377,3,0,NULL,0,1,NULL
241378,4,0,1,0,1,0
241379,NULL,NULL,NULL,NULL,0,NULL
241380,4,0,1,0,0,NULL
241381,3,NULL,0,0,1,0
243300,NULL,NULL,NULL,NULL,NULL,NULL
243302,NULL,NULL,NULL,NULL,NULL,NULL
244002,NULL,NULL,NULL,NULL,NULL,NULL
244005,NULL,NULL,NULL,NULL,NULL,NULL
244011,NULL,NULL,NULL,NULL,NULL,NULL
244012,NULL,NULL,NULL,NULL,NULL,NULL
244013,NULL,NULL,NULL,NULL,NULL,NULL
244014,NULL,NULL,NULL,NULL,NULL,NULL
244015,NULL,NULL,NULL,NULL,NULL,NULL
244017,NULL,NULL,NULL,NULL,NULL,NULL
244018,NULL,NULL,NULL,NULL,NULL,NULL
250001,1,-1,-1,-1,-1,-1
250002,5,0,1,0,1,0
250004,3,-1,0,-1,1,0
250006,5,0,1,1,1,1
250007,2,0,-1,-1,0,0
250009,2,-1,1,-1,1,0
250012,2,0,NULL,-1,0,NULL
250017,NULL,NULL,NULL,NULL,NULL,NULL
250018,NULL,NULL,NULL,NULL,NULL,NULL
250019,1,0,0,-1,1,0
250020,5,0,1,1,1,0
250025,3,0,0,1,1,0
250027,NULL,NULL,NULL,NULL,0,-1
250031,1,0,-1,-1,-1,0
250034,4,0,0,1,1,0
250036,3,0,0,0,1,0
250038,3,0,0,0,0,0
250040,2,-1,0,-1,0,0
250042,3,0,0,1,0,0
250043,2,-1,NULL,0,1,0
250044,4,0,NULL,1,1,0
250048,1,0,0,-1,-1,-1
250049,NULL,0,NULL,1,NULL,NULL
250050,3,0,1,-1,0,0
250057,2,0,1,-1,0,0
250058,2,0,-1,-1,1,0
250060,NULL,NULL,NULL,NULL,1,NULL
250061,3,0,0,-1,NULL,NULL
250067,3,0,0,0,1,0
250069,2,-1,-1,1,0,0
250072,2,0,-1,-1,-1,0
250077,3,0,0,0,1,0
250078,1,-1,0,-1,0,-1
250079,NULL,NULL,NULL,0,NULL,NULL
250081,NULL,NULL,NULL,NULL,NULL,NULL
250082,1,-1,-1,-1,-1,0
250084,2,0,0,-1,-1,0
250085,3,0,-1,1,1,0
250093,3,0,1,-1,0,0
250094,2,0,0,-1,1,0
250095,2,0,NULL,0,0,-1
250096,3,0,0,-1,1,0
250097,1,-1,-1,-1,0,0
250100,3,-1,1,0,1,1
250102,4,1,0,-1,0,-1
250104,2,-1,0,-1,0,0
250117,2,0,0,-1,0,0
250123,4,0,0,-1,1,0
250124,2,0,NULL,-1,1,-1
250126,3,0,NULL,0,0,0
250127,NULL,NULL,NULL,NULL,0,NULL
250128,3,0,0,-1,1,0
250134,NULL,NULL,NULL,NULL,NULL,NULL
250136,NULL,NULL,0,NULL,NULL,NULL
250138,3,0,-1,1,1,0
250141,1,0,-1,-1,0,0
250151,NULL,NULL,NULL,NULL,NULL,NULL
250152,NULL,NULL,NULL,NULL,NULL,NULL
250162,4,0,0,1,0,0
250163,NULL,NULL,NULL,NULL,NULL,NULL
250167,4,0,1,0,0,0
250168,3,0,-1,0,1,0
251300,3,0,NULL,0,0,NULL
251302,NULL,NULL,NULL,0,NULL,NULL
251303,NULL,NULL,NULL,-1,NULL,NULL
251304,NULL,NULL,1,NULL,1,NULL
251305,3,0,NULL,0,1,NULL
251306,NULL,NULL,NULL,NULL,NULL,NULL
251307,NULL,NULL,NULL,NULL,NULL,NULL
251308,4,NULL,NULL,1,1,NULL
251309,3,NULL,NULL,0,1,0
251312,3,0,NULL,0,NULL,NULL
251313,4,0,NULL,0,1,NULL
251314,NULL,NULL,NULL,NULL,NULL,NULL
251315,3,0,NULL,1,1,NULL
251316,NULL,NULL,NULL,0,1,NULL
251317,NULL,NULL,NULL,0,1,NULL
251318,3,0,NULL,0,NULL,NULL
251319,NULL,NULL,NULL,0,0,NULL
251320,NULL,0,NULL,0,NULL,NULL
251322,3,NULL,NULL,0,1,NULL
251323,4,NULL,NULL,1,1,NULL
251324,NULL,NULL,NULL,0,NULL,NULL
251325,2,0,NULL,-1,1,NULL
251326,NULL,NULL,NULL,NULL,1,NULL
251327,NULL,NULL,0,0,NULL,NULL
251329,NULL,NULL,NULL,NULL,NULL,NULL
251330,NULL,NULL,NULL,1,1,NULL
251331,NULL,NULL,NULL,0,1,NULL
251333,NULL,NULL,NULL,NULL,0,NULL
251334,NULL,NULL,NULL,NULL,NULL,NULL
251335,NULL,NULL,NULL,0,1,NULL
251336,3,0,NULL,0,1,NULL
251337,4,0,NULL,1,1,0
254005,NULL,NULL,NULL,NULL,NULL,NULL
254007,NULL,NULL,NULL,NULL,NULL,NULL
254008,NULL,NULL,NULL,NULL,NULL,NULL
254009,NULL,NULL,NULL,NULL,NULL,NULL
254010,NULL,NULL,NULL,NULL,NULL,NULL
254011,NULL,NULL,NULL,NULL,NULL,NULL
260001,3,-1,0,-1,0,0
260004,3,0,NULL,0,1,0
260005,3,0,-1,1,0,0
260006,3,0,0,-1,0,0
260009,3,0,-1,1,0,0
260011,4,0,1,1,0,0
260017,3,-1,0,0,0,0
260020,5,1,1,1,0,0
260022,4,0,0,1,1,0
260023,4,0,1,-1,0,0
260024,2,0,0,-1,0,-1
260025,2,-1,-1,-1,1,0
260027,2,0,-1,-1,1,1
260032,3,1,1,-1,-1,-1
260034,4,0,0,0,1,0
260040,2,-1,-1,-1,-1,0
260047,3,-1,1,1,1,0
260048,2,0,-1,0,-1,-1
260050,4,0,0,1,1,0
260052,4,0,0,1,1,0
260057,2,-1,-1,-1,1,0
260059,4,0,0,1,0,0
260061,4,0,0,1,1,0
260062,3,0,1,1,0,0
260064,3,0,0,1,1,0
260065,4,0,-1,1,-1,-1
260068,5,0,1,1,0,0
260070,2,0,-1,0,0,-1
260074,3,0,0,0,1,0
260077,2,0,-1,-1,-1,0
260078,2,-1,0,0,0,0
260081,4,1,1,1,-1,0
260085,5,1,-1,0,0,0
260091,2,0,0,-1,0,0
260094,4,0,-1,1,-1,0
260095,2,0,0,-1,-1,0
260096,4,0,1,1,1,0
260097,3,0,1,0,0,0
260102,3,0,0,-1,0,0
260104,2,0,-1,-1,-1,0
260105,1,0,-1,-1,-1,0
260108,4,1,1,1,-1,0
260110,1,-1,0,-1,0,0
260113,2,0,0,1,1,0
260119,1,-1,-1,-1,0,0
260137,2,-1,-1,1,-1,-1
260138,4,1,1,1,0,0
260141,2,-1,1,-1,0,1
260142,3,0,0,0,1,0
260160,2,0,0,0,0,-1
260162,4,NULL,1,-1,0,0
260163,4,0,-1,1,0,0
260175,3,0,0,-1,0,0
260176,3,0,0,-1,0,0
260177,3,-1,1,-1,1,0
260179,5,1,1,1,0,0
260180,1,0,-1,0,-1,0
260183,4,-1,1,1,1,1
260186,2,-1,-1,0,0,0
260190,3,0,1,-1,1,0
260191,2,0,0,-1,0,0
260193,4,1,0,-1,1,0
260195,2,-1,0,0,1,0
260200,4,1,0,-1,0,0
260209,NULL,NULL,NULL,NULL,1,0
260210,2,NULL,-1,0,-1,0
260214,4,0,0,-1,1,0
260216,4,1,1,-1,0,0
260219,4,0,1,0,0,0
260227,NULL,NULL,NULL,NULL,NULL,NULL
261301,NULL,NULL,NULL,NULL,NULL,NULL
261302,NULL,NULL,NULL,NULL,NULL,NULL
261303,4,0,1,1,NULL,NULL
261305,NULL,NULL,NULL,NULL,NULL,NULL
261306,NULL,NULL,NULL,NULL,1,NULL
261307,4,0,NULL,1,1,NULL
261308,2,0,NULL,-1,0,0
261309,4,0,NULL,1,1,0
261310,3,NULL,0,0,0,0
261311,4,0,0,-1,1,NULL
261312,4,NULL,NULL,1,0,NULL
261313,NULL,NULL,NULL,NULL,NULL,NULL
261314,NULL,0,NULL,0,NULL,NULL
261315,NULL,NULL,NULL,NULL,NULL,NULL
261316,3,NULL,0,0,NULL,0
261317,NULL,NULL,NULL,0,NULL,0
261318,3,0,0,-1,NULL,NULL
261319,4,0,1,0,NULL,0
261320,3,0,0,-1,1,0
261321,3,0,0,0,1,0
261322,NULL,NULL,NULL,NULL,NULL,NULL
261323,NULL,NULL,NULL,0,NULL,NULL
261324,4,0,1,-1,1,0
261325,4,0,1,1,1,NULL
261327,4,0,0,0,1,NULL
261328,NULL,NULL,NULL,0,NULL,NULL
261329,4,0,1,0,1,0
261330,4,0,1,1,1,NULL
261331,3,0,0,1,1,0
261332,3,NULL,NULL,0,1,0
261333,3,0,NULL,0,0,0
261334,NULL,NULL,NULL,NULL,NULL,NULL
261335,NULL,NULL,NULL,NULL,NULL,0
261336,NULL,NULL,NULL,NULL,NULL,NULL
261337,4,0,0,1,0,0
261338,4,0,0,0,NULL,0
263301,NULL,NULL,NULL,NULL,NULL,NULL
263302,NULL,NULL,NULL,NULL,NULL,NULL
263303,NULL,NULL,NULL,NULL,NULL,NULL
263304,NULL,NULL,NULL,NULL,NULL,NULL
264004,NULL,NULL,NULL,NULL,NULL,NULL
264005,NULL,NULL,NULL,NULL,NULL,NULL
264007,NULL,NULL,NULL,NULL,NULL,NULL
264008,NULL,NULL,NULL,NULL,NULL,NULL
264010,NULL,NULL,NULL,NULL,NULL,NULL
264012,NULL,NULL,NULL,NULL,NULL,NULL
264020,NULL,NULL,NULL,NULL,NULL,NULL
264024,NULL,NULL,NULL,NULL,NULL,NULL
264025,NULL,NULL,NULL,NULL,NULL,NULL
264030,NULL,NULL,NULL,NULL,NULL,NULL
264031,NULL,NULL,NULL,NULL,NULL,NULL
264033,NULL,NULL,NULL,NULL,NULL,NULL
270003,2,0,1,1,0,0
270004,4,0,1,1,-1,0
270012,3,-1,-1,1,0,0
270014,5,0,1,1,0,0
270017,4,0,0,0,1,0
270023,4,0,0,1,1,0
270032,3,0,-1,1,1,0
270049,5,-1,1,1,0,0
270051,5,0,1,1,0,0
270057,4,0,1,1,0,0
270074,NULL,NULL,NULL,0,NULL,NULL
270086,4,0,0,1,1,0
270087,4,NULL,0,0,NULL,0
270089,NULL,NULL,NULL,NULL,0,0
271300,NULL,NULL,NULL,NULL,NULL,NULL
271301,NULL,NULL,NULL,NULL,NULL,NULL
271302,NULL,NULL,NULL,NULL,NULL,NULL
271303,NULL,NULL,NULL,NULL,NULL,NULL
271304,NULL,NULL,NULL,NULL,0,NULL
271305,NULL,NULL,NULL,NULL,1,NULL
271306,NULL,NULL,NULL,NULL,1,NULL
271307,NULL,NULL,NULL,NULL,1,NULL
271308,NULL,NULL,NULL,NULL,NULL,NULL
271309,NULL,NULL,NULL,NULL,NULL,NULL
271310,NULL,NULL,NULL,NULL,NULL,NULL
271311,NULL,NULL,NULL,NULL,NULL,NULL
271312,NULL,NULL,NULL,NULL,1,NULL
271313,NULL,NULL,NULL,NULL,NULL,NULL
271314,NULL,NULL,NULL,NULL,NULL,NULL
271315,NULL,NULL,NULL,NULL,NULL,NULL
271316,4,0,1,0,1,0
271317,3,0,1,-1,1,NULL
271318,4,0,1,1,0,0
271319,NULL,NULL,NULL,0,1,NULL
271320,3,NULL,0,0,1,NULL
271321,NULL,NULL,NULL,NULL,NULL,NULL
271322,NULL,NULL,NULL,NULL,0,NULL
271323,3,0,NULL,0,1,NULL
271324,NULL,NULL,NULL,NULL,1,NULL
271325,3,0,1,-1,1,NULL
271326,NULL,NULL,NULL,NULL,1,NULL
271327,NULL,NULL,NULL,NULL,1,NULL
271328,NULL,NULL,NULL,NULL,NULL,NULL
271329,NULL,NULL,NULL,NULL,NULL,NULL
271330,NULL,NULL,NULL,NULL,1,NULL
271331,NULL,NULL,NULL,NULL,NULL,NULL
271332,NULL,NULL,NULL,0,1,NULL
271333,NULL,NULL,NULL,NULL,NULL,NULL
271334,NULL,NULL,NULL,NULL,1,NULL
271335,4,0,1,1,1,0
271336,4,0,1,0,1,0
